ID,Age,Overall,Potential,Value,Wage,height,weight,crossing,finishing,heading_accuracy,short_passing,volleys,acceleration,sprint_speed,agility,reactions,balance,dribbling,curve,fk_accuracy,long_passing,ball_control,shot_power,jumping,stamina,strength,long_shots,aggression,interception,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot,weak_foot,skill_move,international_reputation,work_rate,Position_Category,body_type_clean
256946,21,56,68,350000.0,850.0,174.0,65.0,49,47,38,54,45.0,84,86,75,50.0,67.0,56,41,35,44,55.0,54,46,55,71,40.0,29,28,46.0,46.0,54.0,51.0,25,27,25.0,14,13,6,12,7,1,2.0,3.0,1.0,8,1,0
256950,32,62,62,275000.0,1000.0,188.0,84.0,35,35,69,61,26.0,45,38,40,55.0,42.0,58,29,24,57,62.0,31,74,65,79,31.0,52,62,38.0,55.0,35.0,59.0,61,66,60.0,11,9,10,14,7,1,3.0,2.0,1.0,5,0,1
256951,25,57,60,220000.0,2000.0,183.0,75.0,47,57,52,48,44.0,76,74,73,55.0,72.0,56,50,50,40,55.0,60,67,68,59,52.0,34,26,58.0,45.0,55.0,50.0,24,32,32.0,11,6,8,12,12,0,3.0,2.0,1.0,8,1,0
256954,20,65,74,1600000.0,4000.0,180.0,64.0,64,38,49,67,36.0,78,81,73,62.0,74.0,66,49,46,62,65.0,56,64,68,60,42.0,65,59,53.0,67.0,36.0,56.0,63,64,58.0,6,6,5,14,15,1,4.0,2.0,1.0,6,0,1
256955,21,62,71,900000.0,2000.0,180.0,75.0,53,53,39,68,45.0,67,68,61,59.0,61.0,67,52,49,67,67.0,66,56,60,59,45.0,47,53,52.0,59.0,53.0,61.0,54,56,54.0,13,9,12,8,10,0,3.0,2.0,1.0,8,0,1
256956,19,58,68,425000.0,950.0,179.0,71.0,51,29,48,41,31.0,64,66,54,58.0,72.0,55,32,28,39,51.0,27,57,57,63,23.0,51,57,48.0,48.0,39.0,42.0,55,57,58.0,12,11,14,8,15,0,2.0,2.0,1.0,8,2,1
256957,20,57,67,375000.0,2000.0,185.0,75.0,30,61,57,51,51.0,54,59,54,53.0,64.0,50,35,29,31,52.0,62,64,50,70,56.0,41,17,56.0,49.0,60.0,43.0,15,20,18.0,7,8,7,12,14,1,2.0,2.0,1.0,8,1,1
256959,18,60,75,550000.0,500.0,166.0,62.0,54,28,51,59,36.0,69,69,77,47.0,90.0,44,32,37,59,62.0,51,57,66,68,38.0,54,49,44.0,39.0,44.0,46.0,48,59,62.0,8,6,15,12,11,1,3.0,2.0,1.0,8,2,2
256962,19,58,71,450000.0,3000.0,191.0,87.0,42,40,57,57,31.0,71,63,64,56.0,73.0,56,33,39,56,60.0,56,64,47,58,32.0,60,55,41.0,52.0,39.0,50.0,57,58,56.0,7,11,12,12,14,1,3.0,2.0,1.0,6,2,0
256963,18,58,74,525000.0,3000.0,168.0,60.0,34,61,43,54,53.0,84,81,73,58.0,83.0,60,48,36,37,59.0,60,56,58,43,55.0,38,11,56.0,54.0,58.0,52.0,16,14,17.0,14,6,13,7,13,1,4.0,2.0,1.0,2,1,1
256964,20,62,77,925000.0,5000.0,175.0,75.0,60,29,52,57,32.0,76,73,64,55.0,84.0,61,37,36,48,57.0,36,62,68,46,35.0,64,51,49.0,47.0,38.0,48.0,54,60,60.0,7,10,10,7,8,1,3.0,2.0,1.0,6,2,1
256965,19,60,75,500000.0,2000.0,181.0,65.0,13,7,10,37,9.0,30,23,45,56.0,42.0,12,12,10,43,18.0,47,62,25,37,8.0,28,12,6.0,50.0,12.0,27.0,7,14,13.0,60,59,62,57,61,1,3.0,1.0,1.0,8,3,1
256966,18,57,74,400000.0,850.0,185.0,73.0,54,25,58,55,25.0,69,73,58,52.0,57.0,46,36,25,49,51.0,42,64,53,65,30.0,55,48,38.0,40.0,50.0,47.0,47,54,55.0,14,12,13,7,6,0,3.0,2.0,1.0,8,2,0
256967,28,64,66,600000.0,2000.0,185.0,77.0,34,25,64,57,27.0,59,65,37,61.0,57.0,44,38,27,59,55.0,36,68,56,72,22.0,63,65,30.0,37.0,40.0,57.0,62,63,65.0,13,11,11,13,9,0,3.0,2.0,1.0,8,2,1
256971,22,67,75,2300000.0,9000.0,181.0,75.0,55,65,70,51,64.0,84,87,78,50.0,50.0,73,58,45,42,70.0,68,48,75,58,66.0,65,30,66.0,65.0,66.0,64.0,50,38,31.0,9,10,10,10,5,1,4.0,3.0,1.0,0,1,1
256972,18,50,68,110000.0,500.0,189.0,80.0,36,30,53,51,29.0,63,61,51,53.0,49.0,47,38,41,45,47.0,46,58,46,72,32.0,55,46,37.0,41.0,43.0,42.0,46,47,49.0,15,11,9,10,15,1,3.0,2.0,1.0,8,0,0
256973,27,61,61,350000.0,2000.0,189.0,81.0,56,62,67,55,62.0,68,70,62,55.0,60.0,62,56,60,47,60.0,61,81,60,71,54.0,53,16,57.0,55.0,47.0,58.0,17,24,16.0,9,6,13,6,14,1,4.0,2.0,1.0,8,1,1
256974,20,57,69,350000.0,700.0,188.0,82.0,12,7,12,22,9.0,50,48,39,50.0,37.0,10,13,11,25,11.0,41,60,32,65,6.0,33,9,4.0,52.0,13.0,52.0,6,10,11.0,60,57,55,55,57,1,3.0,1.0,1.0,8,3,1
256975,22,57,64,300000.0,1000.0,187.0,84.0,29,23,57,51,28.0,73,71,56,50.0,55.0,50,29,21,50,56.0,34,62,60,69,19.0,62,54,26.0,32.0,31.0,51.0,51,57,56.0,9,12,13,10,8,1,3.0,2.0,1.0,8,2,1
256976,21,57,65,350000.0,1000.0,174.0,73.0,59,50,46,55,31.0,68,63,74,52.0,81.0,53,51,37,53,56.0,52,63,57,48,42.0,53,52,54.0,53.0,40.0,56.0,50,54,53.0,12,13,14,9,11,0,3.0,2.0,1.0,8,2,1
256977,18,52,65,190000.0,600.0,181.0,75.0,55,54,39,42,38.0,68,65,61,43.0,72.0,54,35,36,32,55.0,58,45,45,52,31.0,40,15,55.0,51.0,48.0,50.0,18,22,20.0,10,13,13,7,15,1,3.0,2.0,1.0,8,1,0
256978,18,54,70,275000.0,500.0,179.0,67.0,57,50,51,56,40.0,66,67,65,55.0,74.0,55,45,41,52,56.0,57,34,56,59,48.0,67,49,50.0,54.0,43.0,50.0,54,50,49.0,14,8,11,10,13,1,3.0,2.0,1.0,8,0,1
256979,20,53,63,210000.0,1000.0,179.0,70.0,50,50,30,54,38.0,66,64,75,56.0,64.0,52,46,41,47,53.0,52,59,33,48,47.0,48,39,49.0,51.0,45.0,50.0,30,42,40.0,10,6,5,14,13,1,3.0,2.0,1.0,8,0,0
256980,21,65,74,1600000.0,2000.0,168.0,65.0,54,64,40,66,59.0,81,75,83,56.0,87.0,71,55,45,65,67.0,66,63,73,44,58.0,40,24,64.0,56.0,48.0,61.0,11,20,22.0,10,8,5,8,12,1,3.0,3.0,1.0,0,0,0
256982,23,61,67,475000.0,850.0,170.0,68.0,58,39,46,58,26.0,71,69,82,56.0,85.0,59,52,35,57,62.0,45,34,70,56,32.0,49,55,53.0,49.0,33.0,50.0,59,56,52.0,12,13,14,14,13,0,3.0,2.0,1.0,2,2,0
256983,21,62,70,825000.0,1000.0,187.0,85.0,15,10,58,38,21.0,67,68,54,59.0,51.0,25,29,23,39,36.0,32,63,52,82,25.0,68,57,19.0,17.0,22.0,46.0,59,65,65.0,8,14,11,7,13,0,3.0,2.0,1.0,5,2,1
256984,22,63,70,900000.0,2000.0,185.0,79.0,33,48,58,54,25.0,55,64,63,59.0,73.0,33,42,31,40,48.0,42,68,68,75,41.0,63,63,30.0,32.0,34.0,52.0,64,64,61.0,7,13,10,8,10,1,2.0,2.0,1.0,2,2,1
256990,19,53,63,190000.0,500.0,170.0,69.0,31,36,46,50,24.0,58,62,62,45.0,75.0,47,34,40,48,49.0,42,67,70,62,41.0,68,50,32.0,40.0,34.0,44.0,51,53,50.0,15,6,6,15,11,1,3.0,2.0,1.0,3,0,1
256991,19,49,61,110000.0,500.0,165.0,62.0,46,41,31,38,38.0,85,77,68,30.0,81.0,49,42,33,37,51.0,56,33,43,46,37.0,33,15,41.0,44.0,35.0,49.0,17,24,22.0,14,14,7,9,9,1,3.0,3.0,1.0,8,0,1
256992,23,52,57,110000.0,500.0,169.0,67.0,43,24,39,34,23.0,68,61,62,46.0,74.0,46,31,30,28,39.0,20,63,65,52,21.0,66,53,44.0,37.0,38.0,38.0,50,47,52.0,13,8,14,6,6,1,3.0,2.0,1.0,3,2,0
256993,23,54,63,230000.0,500.0,178.0,74.0,43,26,44,56,35.0,51,55,64,48.0,67.0,51,43,49,54,49.0,49,76,71,70,37.0,65,49,33.0,53.0,38.0,39.0,49,47,46.0,12,6,12,14,9,1,3.0,2.0,1.0,8,0,0
256994,21,51,63,140000.0,500.0,172.0,66.0,41,39,35,55,41.0,59,65,65,52.0,81.0,50,46,43,52,49.0,52,54,36,46,37.0,42,28,44.0,54.0,46.0,53.0,37,44,42.0,9,5,12,12,7,1,3.0,2.0,1.0,1,0,1
256995,20,56,69,350000.0,2000.0,184.0,69.0,42,60,53,51,51.0,65,63,58,48.0,64.0,59,48,42,37,57.0,55,61,58,61,49.0,49,15,55.0,44.0,57.0,49.0,19,20,19.0,10,11,14,11,10,0,3.0,2.0,1.0,8,1,1
256996,23,52,57,110000.0,500.0,171.0,71.0,47,33,38,41,24.0,70,56,62,47.0,67.0,46,42,34,37,44.0,21,67,60,64,37.0,53,48,49.0,37.0,35.0,37.0,49,50,49.0,11,15,6,13,9,1,4.0,2.0,1.0,0,2,0
256997,23,51,60,120000.0,500.0,184.0,76.0,24,19,49,34,29.0,55,54,38,42.0,50.0,29,20,29,24,33.0,32,71,63,73,22.0,41,52,21.0,30.0,37.0,42.0,51,51,52.0,8,15,5,14,7,1,2.0,2.0,1.0,3,2,1
256998,35,67,67,425000.0,850.0,175.0,73.0,58,69,63,64,60.0,77,76,70,63.0,82.0,67,64,62,61,65.0,72,69,78,66,63.0,45,15,65.0,63.0,67.0,66.0,19,18,16.0,12,13,6,10,8,1,4.0,3.0,1.0,2,1,1
256999,19,52,66,180000.0,800.0,185.0,76.0,27,22,42,46,26.0,56,55,47,45.0,76.0,40,27,21,38,35.0,37,75,61,73,20.0,43,52,28.0,32.0,39.0,38.0,50,53,52.0,13,12,6,11,11,0,2.0,2.0,1.0,6,2,0
257003,21,68,79,2500000.0,2000.0,183.0,69.0,25,21,64,63,22.0,64,68,45,64.0,64.0,34,23,25,49,57.0,32,80,65,77,18.0,66,66,29.0,30.0,32.0,59.0,68,70,67.0,8,14,8,8,12,1,2.0,2.0,1.0,6,2,0
257005,21,58,72,475000.0,2000.0,184.0,80.0,42,21,60,46,27.0,66,67,55,50.0,59.0,37,28,23,47,38.0,43,75,65,70,28.0,46,56,30.0,32.0,38.0,44.0,56,62,60.0,13,8,12,13,11,1,3.0,2.0,1.0,8,2,1
257006,19,52,72,220000.0,2000.0,181.0,73.0,48,50,49,59,46.0,79,84,65,49.0,63.0,61,50,45,56,60.0,57,61,51,52,38.0,44,21,46.0,54.0,48.0,52.0,36,34,45.0,8,5,6,12,11,1,3.0,2.0,1.0,8,0,1
257007,20,65,76,1600000.0,9000.0,184.0,74.0,42,68,64,52,48.0,74,68,67,61.0,61.0,67,47,38,44,68.0,66,72,66,61,60.0,50,26,65.0,45.0,53.0,60.0,28,23,21.0,9,11,8,14,8,1,3.0,3.0,1.0,8,1,1
257010,22,61,68,575000.0,750.0,200.0,90.0,13,9,11,28,7.0,21,19,33,58.0,38.0,5,14,14,19,19.0,42,50,16,78,9.0,23,6,5.0,39.0,13.0,37.0,8,13,14.0,61,61,56,57,63,0,2.0,1.0,1.0,8,3,0
257011,20,58,64,275000.0,800.0,185.0,75.0,49,32,59,43,23.0,73,69,71,56.0,74.0,48,32,37,38,46.0,46,67,48,50,29.0,59,59,36.0,31.0,41.0,52.0,58,61,62.0,6,15,14,6,11,1,2.0,2.0,1.0,8,2,1
257013,22,61,67,525000.0,800.0,179.0,71.0,46,65,26,55,62.0,78,76,72,49.0,63.0,69,64,59,49,64.0,54,41,50,59,60.0,56,21,64.0,55.0,60.0,53.0,16,14,12.0,12,14,15,10,10,1,3.0,3.0,1.0,2,0,0
257014,19,61,70,600000.0,600.0,185.0,79.0,10,7,12,20,9.0,19,28,30,36.0,44.0,13,13,14,21,17.0,43,59,25,65,9.0,18,10,5.0,24.0,19.0,30.0,9,14,11.0,68,60,57,61,63,0,2.0,1.0,1.0,8,3,1
257015,21,58,67,425000.0,650.0,192.0,80.0,36,22,68,56,26.0,42,40,46,44.0,29.0,40,21,30,51,52.0,32,35,46,85,31.0,72,46,26.0,24.0,26.0,39.0,50,62,50.0,7,11,10,10,13,1,2.0,2.0,1.0,8,2,1
256789,22,59,70,475000.0,1000.0,192.0,81.0,27,25,58,43,28.0,62,68,50,45.0,45.0,38,27,34,36,38.0,45,67,60,70,27.0,65,52,31.0,25.0,39.0,50.0,50,69,66.0,9,12,12,8,10,0,3.0,2.0,1.0,8,2,0
256791,21,62,73,900000.0,1000.0,180.0,73.0,35,41,52,65,33.0,57,62,61,61.0,64.0,58,35,35,61,62.0,46,71,83,62,56.0,49,63,45.0,60.0,36.0,42.0,57,66,58.0,15,10,14,15,9,1,3.0,2.0,1.0,8,0,2
256797,26,57,58,200000.0,2000.0,180.0,75.0,28,60,48,46,54.0,75,77,65,54.0,68.0,55,48,27,35,54.0,62,60,66,61,51.0,29,16,56.0,54.0,60.0,48.0,15,17,16.0,8,10,14,10,8,1,3.0,2.0,1.0,8,1,1
256798,20,53,67,210000.0,1000.0,193.0,76.0,31,16,50,45,24.0,52,53,60,46.0,48.0,35,23,23,33,43.0,35,68,52,62,21.0,61,52,26.0,25.0,30.0,42.0,52,55,52.0,12,8,14,6,12,1,3.0,2.0,1.0,5,2,0
256799,20,60,72,600000.0,2000.0,182.0,75.0,45,60,61,58,45.0,64,67,62,60.0,64.0,59,46,38,42,62.0,57,75,68,69,51.0,54,15,59.0,57.0,60.0,56.0,18,17,15.0,7,6,13,6,9,1,3.0,2.0,1.0,2,1,1
256801,20,59,63,275000.0,4000.0,183.0,72.0,32,21,54,53,28.0,63,69,48,55.0,60.0,33,30,29,44,51.0,50,74,60,60,23.0,55,56,29.0,30.0,39.0,47.0,61,63,61.0,9,14,8,14,14,1,3.0,2.0,1.0,5,2,0
256807,20,51,68,150000.0,4000.0,180.0,72.0,42,29,48,61,34.0,64,67,60,49.0,67.0,49,37,34,55,51.0,56,59,62,71,42.0,58,47,52.0,43.0,46.0,37.0,42,47,44.0,7,8,7,10,6,0,2.0,2.0,1.0,6,0,1
256809,19,50,70,130000.0,500.0,170.0,64.0,41,30,50,58,31.0,63,59,52,50.0,86.0,51,38,33,56,52.0,45,62,55,38,30.0,55,45,31.0,49.0,44.0,43.0,44,45,59.0,8,9,9,11,10,1,2.0,2.0,1.0,7,0,0
256811,19,52,68,210000.0,3000.0,176.0,72.0,31,53,40,47,40.0,78,81,76,55.0,72.0,46,41,28,31,49.0,45,51,53,50,40.0,34,17,58.0,50.0,51.0,42.0,16,14,20.0,10,6,14,11,10,1,2.0,2.0,1.0,1,1,0
256813,20,60,73,550000.0,4000.0,183.0,72.0,27,25,60,48,26.0,63,65,61,52.0,67.0,40,24,31,32,31.0,33,66,61,70,23.0,60,61,25.0,27.0,42.0,45.0,61,64,60.0,6,9,13,7,8,1,2.0,2.0,1.0,6,2,0
256819,20,68,78,2600000.0,7000.0,175.0,74.0,58,58,45,67,45.0,87,86,85,60.0,83.0,68,57,43,62,68.0,53,61,84,52,53.0,51,58,62.0,57.0,46.0,60.0,55,64,55.0,10,12,12,9,7,1,3.0,3.0,1.0,0,0,1
256820,18,50,61,90000.0,500.0,183.0,78.0,29,22,47,25,24.0,61,58,47,49.0,59.0,21,25,20,24,34.0,37,72,61,72,22.0,41,53,27.0,29.0,34.0,36.0,43,53,50.0,6,9,7,11,9,1,3.0,2.0,1.0,8,2,1
256821,18,52,65,180000.0,650.0,181.0,66.0,45,33,38,57,33.0,68,65,66,52.0,73.0,52,41,33,53,51.0,55,63,74,67,53.0,62,42,44.0,48.0,38.0,45.0,39,48,44.0,8,15,12,12,13,1,3.0,2.0,1.0,0,0,1
256822,18,51,64,140000.0,650.0,177.0,63.0,40,37,39,43,43.0,74,72,67,54.0,73.0,56,45,38,47,55.0,47,51,40,43,35.0,35,27,44.0,53.0,49.0,51.0,31,31,35.0,11,13,14,10,10,1,3.0,2.0,1.0,8,0,1
256826,18,50,67,120000.0,800.0,177.0,75.0,45,38,45,52,34.0,59,60,53,52.0,52.0,50,32,37,50,48.0,49,58,54,50,40.0,54,50,46.0,53.0,42.0,44.0,46,52,45.0,9,10,10,5,8,1,2.0,2.0,1.0,8,0,0
256827,18,51,67,150000.0,1000.0,184.0,78.0,34,53,48,44,44.0,71,66,59,48.0,60.0,47,37,26,28,45.0,46,65,53,47,45.0,33,11,54.0,46.0,52.0,41.0,17,10,17.0,14,8,8,14,13,0,2.0,2.0,1.0,8,1,1
256830,19,64,77,1400000.0,2000.0,176.0,69.0,51,68,59,65,53.0,64,61,65,63.0,71.0,60,49,55,62,65.0,63,63,60,34,63.0,43,27,62.0,64.0,58.0,55.0,40,44,42.0,13,6,9,12,13,0,3.0,3.0,1.0,1,0,0
256832,18,61,69,700000.0,1000.0,176.0,67.0,55,62,35,62,58.0,70,60,72,48.0,76.0,65,61,56,58,63.0,65,71,43,53,64.0,57,26,48.0,62.0,56.0,59.0,28,28,29.0,9,10,9,11,9,1,3.0,3.0,1.0,7,0,1
256834,20,56,67,300000.0,3000.0,185.0,69.0,36,24,56,44,31.0,55,63,42,49.0,57.0,36,34,29,38,45.0,46,68,55,56,20.0,57,53,29.0,35.0,48.0,54.0,56,62,61.0,10,7,7,8,10,1,3.0,2.0,1.0,8,2,0
256835,20,48,56,100000.0,500.0,174.0,65.0,30,19,44,33,24.0,60,60,44,42.0,71.0,27,34,25,26,33.0,32,74,57,66,23.0,45,48,29.0,32.0,35.0,40.0,51,45,48.0,11,10,10,10,14,1,3.0,2.0,1.0,8,2,0
256836,22,52,59,150000.0,500.0,170.0,61.0,42,24,45,41,26.0,77,72,70,49.0,80.0,42,34,29,40,41.0,28,68,59,42,21.0,45,47,42.0,40.0,31.0,35.0,47,50,48.0,10,13,11,14,13,1,4.0,2.0,1.0,7,2,0
256837,30,64,64,575000.0,2000.0,176.0,68.0,64,60,44,58,64.0,74,73,80,49.0,90.0,65,59,56,48,66.0,69,52,53,48,60.0,43,28,70.0,63.0,69.0,62.0,23,29,22.0,8,12,6,14,13,0,4.0,2.0,1.0,2,0,2
256846,20,58,67,450000.0,1000.0,191.0,81.0,45,54,45,59,39.0,64,69,58,49.0,47.0,59,48,37,52,62.0,62,60,68,83,53.0,58,43,57.0,55.0,44.0,54.0,41,41,37.0,15,5,6,15,6,0,3.0,3.0,1.0,2,0,1
256847,18,53,65,210000.0,500.0,181.0,75.0,40,33,52,56,33.0,53,41,50,45.0,56.0,51,34,30,51,55.0,47,56,53,68,31.0,55,46,38.0,43.0,37.0,49.0,51,55,51.0,11,10,8,15,14,1,3.0,2.0,1.0,8,0,1
256848,20,57,71,400000.0,2000.0,181.0,81.0,51,48,34,54,41.0,88,82,77,48.0,72.0,58,45,42,46,58.0,52,59,57,47,42.0,34,21,47.0,42.0,57.0,50.0,31,28,25.0,9,10,11,14,9,1,4.0,3.0,1.0,8,0,0
256850,18,51,73,190000.0,800.0,173.0,63.0,45,36,34,40,44.0,66,68,78,38.0,81.0,60,39,36,41,54.0,54,42,49,38,42.0,41,21,39.0,54.0,41.0,49.0,31,32,37.0,7,14,13,15,12,1,3.0,2.0,1.0,8,0,0
256852,21,63,76,1200000.0,2000.0,185.0,79.0,52,65,60,54,60.0,68,69,60,51.0,56.0,64,50,45,39,68.0,71,47,53,65,60.0,29,26,60.0,50.0,63.0,53.0,20,26,28.0,14,13,5,11,9,0,3.0,2.0,1.0,8,1,1
256855,20,64,76,1300000.0,2000.0,189.0,80.0,39,28,61,56,35.0,66,71,72,60.0,69.0,46,32,28,50,58.0,55,80,65,80,28.0,65,61,40.0,39.0,35.0,52.0,58,64,62.0,6,12,15,9,12,1,4.0,2.0,1.0,8,2,0
256858,20,58,68,450000.0,2000.0,183.0,69.0,58,42,52,64,53.0,59,67,73,50.0,65.0,58,55,56,62,62.0,58,58,51,38,48.0,52,52,50.0,62.0,41.0,57.0,49,52,47.0,6,6,14,8,5,1,5.0,3.0,1.0,8,0,0
256859,20,63,71,1000000.0,2000.0,179.0,78.0,57,15,54,61,28.0,70,73,64,55.0,62.0,60,32,24,58,64.0,39,67,66,68,32.0,79,55,28.0,53.0,30.0,47.0,58,63,61.0,13,8,6,13,13,1,4.0,2.0,1.0,0,2,1
256860,17,60,71,475000.0,500.0,190.0,83.0,20,26,58,63,24.0,62,61,46,52.0,49.0,42,29,19,52,62.0,30,52,52,74,28.0,45,60,22.0,33.0,25.0,53.0,61,64,55.0,9,11,8,11,8,1,2.0,2.0,1.0,8,2,1
256861,19,56,69,350000.0,550.0,173.0,65.0,52,51,33,53,47.0,77,71,72,48.0,75.0,60,52,43,42,61.0,50,36,34,31,48.0,33,18,49.0,43.0,40.0,41.0,23,24,18.0,14,10,10,7,14,1,2.0,2.0,1.0,8,0,0
256862,19,64,76,1300000.0,2000.0,183.0,74.0,46,33,50,65,35.0,72,68,64,58.0,71.0,62,38,36,59,63.0,55,60,70,68,42.0,66,64,59.0,57.0,41.0,62.0,65,64,59.0,12,13,9,7,7,1,3.0,2.0,1.0,8,0,1
256865,19,53,64,200000.0,1000.0,185.0,75.0,34,54,50,43,46.0,75,77,64,47.0,73.0,55,41,29,32,53.0,49,59,62,48,46.0,34,25,52.0,42.0,50.0,46.0,29,19,17.0,6,10,15,10,10,1,2.0,2.0,1.0,2,1,0
256866,19,54,70,275000.0,1000.0,182.0,75.0,48,49,37,57,47.0,69,68,67,52.0,58.0,53,49,47,56,56.0,52,55,63,53,52.0,47,42,48.0,55.0,49.0,52.0,44,48,43.0,13,13,5,7,6,1,3.0,2.0,1.0,8,0,1
256867,19,54,68,240000.0,850.0,182.0,78.0,47,25,39,44,26.0,67,65,59,51.0,59.0,50,41,30,41,45.0,33,60,61,51,27.0,57,50,41.0,36.0,36.0,44.0,49,53,50.0,7,7,8,6,8,0,2.0,2.0,1.0,8,2,0
256868,34,63,63,230000.0,2000.0,173.0,70.0,56,58,37,64,46.0,59,66,67,58.0,84.0,62,71,68,61,65.0,59,49,66,59,67.0,45,45,63.0,70.0,56.0,69.0,48,50,48.0,13,13,7,8,12,1,3.0,2.0,1.0,8,0,1
256873,18,52,69,180000.0,500.0,188.0,83.0,10,9,12,27,7.0,21,19,31,44.0,34.0,10,11,14,19,18.0,44,42,18,57,5.0,21,12,4.0,34.0,10.0,26.0,5,11,12.0,54,52,58,43,56,1,2.0,1.0,1.0,8,3,1
256876,23,60,68,500000.0,900.0,184.0,77.0,37,23,51,43,23.0,60,64,42,47.0,57.0,25,29,26,41,45.0,39,73,59,67,26.0,61,58,30.0,37.0,33.0,46.0,60,68,64.0,10,14,12,12,6,1,3.0,2.0,1.0,8,2,1
256877,21,61,73,800000.0,1000.0,177.0,73.0,56,51,40,56,42.0,84,82,78,58.0,79.0,66,41,40,42,63.0,50,53,53,36,31.0,29,26,56.0,57.0,38.0,42.0,18,21,27.0,6,13,7,13,15,1,3.0,2.0,1.0,8,1,0
256879,19,52,62,150000.0,500.0,188.0,81.0,10,8,11,18,6.0,24,22,31,29.0,27.0,9,9,10,17,12.0,41,45,20,56,7.0,16,11,7.0,26.0,13.0,22.0,7,10,9.0,57,53,54,51,53,1,3.0,1.0,1.0,8,3,1
256880,18,61,78,800000.0,2000.0,171.0,65.0,56,30,59,55,37.0,69,69,63,59.0,70.0,59,46,39,43,51.0,49,67,59,63,37.0,57,57,45.0,35.0,44.0,59.0,52,61,60.0,11,15,14,14,9,1,3.0,2.0,1.0,8,2,1
256881,19,59,68,450000.0,3000.0,174.0,69.0,53,33,51,66,37.0,52,60,58,58.0,67.0,58,52,51,60,60.0,57,61,71,52,41.0,54,49,42.0,49.0,56.0,52.0,53,59,57.0,5,13,6,14,6,0,3.0,2.0,1.0,8,0,0
256883,21,66,76,1900000.0,3000.0,174.0,64.0,56,58,39,59,63.0,83,80,83,60.0,73.0,72,62,45,52,67.0,64,50,53,52,50.0,51,28,60.0,63.0,57.0,64.0,39,29,28.0,8,8,13,11,11,1,2.0,3.0,1.0,8,1,0
256884,18,57,69,375000.0,2000.0,176.0,69.0,53,61,55,60,54.0,54,60,54,57.0,70.0,60,50,53,61,60.0,58,58,58,52,53.0,34,39,53.0,67.0,59.0,63.0,44,54,51.0,13,6,9,5,8,1,3.0,2.0,1.0,8,1,1
256885,22,67,75,2300000.0,3000.0,175.0,73.0,60,67,48,62,67.0,83,81,82,61.0,78.0,64,66,54,63,65.0,79,67,75,67,74.0,58,36,65.0,62.0,62.0,62.0,30,28,31.0,9,6,12,8,8,1,4.0,3.0,1.0,8,0,1
256886,21,59,65,350000.0,750.0,178.0,80.0,60,23,50,42,27.0,74,80,56,49.0,70.0,63,26,31,38,49.0,40,63,70,80,25.0,59,52,58.0,37.0,33.0,42.0,47,60,56.0,8,5,13,6,14,0,3.0,2.0,1.0,2,2,1
256888,18,55,70,250000.0,500.0,185.0,80.0,13,8,11,26,6.0,17,29,34,32.0,43.0,8,11,7,24,17.0,44,61,26,42,9.0,20,11,7.0,37.0,18.0,29.0,9,11,12.0,57,55,58,55,59,1,3.0,1.0,1.0,8,3,1
256889,22,61,69,700000.0,950.0,183.0,78.0,56,25,58,58,28.0,54,58,46,43.0,59.0,47,26,27,48,54.0,39,75,70,76,27.0,51,60,23.0,38.0,39.0,54.0,59,66,63.0,9,12,6,14,5,1,3.0,2.0,1.0,8,2,1
256894,21,63,75,1200000.0,1000.0,175.0,68.0,63,52,32,63,49.0,76,80,75,58.0,78.0,64,61,48,54,60.0,60,64,56,56,49.0,61,23,65.0,54.0,48.0,59.0,23,34,32.0,13,13,14,11,9,1,3.0,3.0,1.0,2,0,1
256895,20,55,66,275000.0,1000.0,175.0,74.0,49,47,44,59,45.0,64,61,66,50.0,69.0,55,42,40,55,58.0,48,33,55,50,51.0,48,46,51.0,55.0,43.0,52.0,49,51,48.0,14,6,10,13,10,1,3.0,2.0,1.0,8,1,0
256904,18,56,65,275000.0,500.0,185.0,80.0,48,34,53,55,30.0,53,55,47,48.0,60.0,37,40,39,47,48.0,49,60,58,70,30.0,78,54,35.0,40.0,37.0,45.0,54,58,56.0,6,14,11,6,6,1,3.0,2.0,1.0,8,0,1
256912,21,65,74,1500000.0,2000.0,181.0,76.0,35,39,60,56,31.0,60,68,54,52.0,65.0,45,33,26,46,61.0,56,72,73,67,44.0,64,64,41.0,38.0,44.0,54.0,68,69,65.0,13,11,8,5,9,1,3.0,2.0,1.0,8,2,1
256681,18,54,70,250000.0,2000.0,183.0,70.0,34,30,44,54,29.0,60,61,50,53.0,64.0,50,36,38,52,52.0,52,61,65,65,32.0,63,49,32.0,49.0,40.0,44.0,48,54,48.0,13,13,9,12,9,1,3.0,2.0,1.0,6,0,1
256682,19,56,72,350000.0,3000.0,169.0,67.0,46,28,46,42,27.0,77,72,65,54.0,47.0,55,32,28,35,41.0,26,62,65,47,25.0,57,53,46.0,38.0,34.0,39.0,41,58,57.0,8,11,8,11,10,0,3.0,2.0,1.0,8,2,0
256683,19,55,69,275000.0,1000.0,186.0,73.0,26,24,50,43,27.0,66,60,58,52.0,50.0,37,21,29,30,42.0,35,66,61,74,17.0,52,53,27.0,26.0,38.0,43.0,54,57,54.0,5,8,10,11,9,1,3.0,2.0,1.0,8,2,1
